Replication,Time,Demand
1,0,1.0563467853432713
1,1,0.9383077980799212
1,2,0.8372282192112646
1,3,0.8618001257516833
1,4,0.978467481197778
1,5,0.9822622167746695
1,6,1.1879751689212246
1,7,1.2365692995726147
1,8,0.9032973155321401
1,9,0.8710989326206351
1,10,0.9080671642802123
1,11,0.9665033607415157
1,12,0.9992013104759737
1,13,1.1497869561248084
1,14,1.1807907020143185
1,15,0.8732383054158345
1,16,0.9534840329585599
1,17,0.9136400873394235
1,18,0.8440737979352456
1,19,0.9880567950666692
1,20,1.3195890723511545
1,21,1.0678433804288607
1,22,0.893155266672696
1,23,0.813375390519537
1,24,0.8314616349243297
1,25,0.9820495725677041
1,26,1.004578569307996
1,27,1.046731209642947
1,28,1.13085337668871
1,29,0.8321936502425454
1,30,0.9283139531417337
1,31,0.8156545301656973
1,32,0.8692858891685578
1,33,0.9885339044337579
1,34,1.0944843153564066
1,35,1.061317720945866
1,36,0.8705280067228343
1,37,0.8867942834210465
1,38,0.8029989241628923
1,39,0.8897123256073292
1,40,0.9153537473975433
1,41,1.111890927288173
1,42,0.9986514585271093
1,43,0.9148262501649316
1,44,0.8706990848597577
1,45,0.7980498062916109
1,46,0.8879135410404398
1,47,0.9090396988453959
1,48,1.1493937432239651
1,49,1.1143928966232883
1,50,0.8505997739455634
1,51,0.909122806128229
1,52,0.8883308249318079
1,53,1.1477037016494125
1,54,1.278622479016156
1,55,1.0398867602393314
1,56,1.2176572516804731
1,57,0.945719155233594
1,58,1.055726693518441
1,59,0.8959522541309696
1,60,0.8901014591207758
1,61,1.1979991421500722
1,62,1.320349222539712
1,63,1.2942377056480403
1,64,0.9462130182676706
1,65,0.9499458315580804
1,66,0.9195933718474947
1,67,0.9274719723670666
1,68,0.9477350567751764
1,69,1.1463375333884234
1,70,1.412473821612488
1,71,0.929363585247173
1,72,1.1320741005560997
1,73,0.9229234124209122
1,74,0.5630925493393791
1,75,1.0575206226835776
1,76,1.0451150112739964
1,77,1.3249716486223386
1,78,0.9703844555979421
1,79,0.8347468228306236
1,80,0.9458567605867483
1,81,1.0358086910507012
1,82,1.0222247765494143
1,83,1.3927490412097994
1,84,1.5509270885765785
1,85,1.084709830565242
1,86,0.9011373013580609
1,87,1.0036567016917515
1,88,0.8385220366947533
1,89,1.06051028916241
1,90,1.5372381940760518
1,91,1.418776518066644
1,92,0.9396634691454663
1,93,0.9434757708557129
1,94,0.9719090872088979
1,95,0.998311050677684
1,96,0.9084689506446946
1,97,1.2501280101632848
